fundos,setor,preco,liquidez_diaria,p_sobre_vp,ultimo_dividendo,dividend_yield,dy_12m_acumulado,dy_12m_media,dy_year,variacao_preco,rent_periodo,rent_acumulada,patrimonio_liq,vpa,p_sobre_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quant_ativos
AAZQ11,Indefinido,9.35,815428.21,1.01,0.12,0.0128,0.0954,0.0159,0.0954,-0.034,-0.0216,0.0544,230646828.88,9.6,9.7,0.0146,0.0,0.0,0.0,0.0,0.0,0
ABCP11,Shoppings,72.25,48644.67,0.79,0.5,0.007,0.0889,0.0074,0.0514,0.0048,0.0118,0.0227,432162687.0,91.82,7.9,0.0065,-0.0018,0.0047,0.0712,0.0,0.0,1
AFHI11,Papéis,96.8,1578741.03,1.01,1.05,0.0107,0.1308,0.0109,0.0787,-0.0089,0.0017,0.0918,290388018.85,94.82,10.2,0.0101,-0.0094,0.0006,0.05,0.0,0.0,0
AGRX11,Outros,10.58,362002.67,0.0,0.12,0.0108,0.1578,0.0143,0.1055,-0.0245,-0.014,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AIEC11,Lajes Corporativas,71.79,659991.79,0.76,0.76,0.0106,0.1313,0.0109,0.0737,0.0102,0.0209,0.1089,456469305.49,102.56,7.0,0.0073,0.0024,0.0098,0.094,0.0,0.0,2
ALMI11,Lajes Corporativas,755.0,74698.75,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225487777.2,2046.78,3.7,0.0,-0.0005,-0.0005,0.009,0.0,0.0,1
ALZM11,Fundo de Fundos,92.09,86000.82,1.0,0.71,0.0076,0.1257,0.0105,0.0661,0.0068,0.0144,0.1541,63907856.47,100.5,9.2,0.0107,0.0233,0.0343,0.0823,0.0,0.0,0
ALZR11,Misto,116.18,2767997.06,1.09,0.83,0.007,0.124,0.0103,0.0431,0.0288,0.036,0.0777,1051986451.99,106.94,10.9,0.0068,-0.0003,0.0065,0.0726,0.0,0.0,13
APTO11,Imóveis Residenciais,9.91,52937.91,0.94,0.1,0.0101,0.1359,0.0113,0.0809,-0.002,0.0081,0.224,42128729.72,9.97,9.9,0.01,-0.0078,0.0022,0.1314,0.0,0.0,5
ARCT11,Imóveis Industriais e Logísticos,87.13,1053903.45,0.87,0.5,0.0,0.1255,0.0105,0.0,0.0,0.0,0.0,371534654.03,99.77,8.7,0.0076,0.0004,0.008,0.0631,0.0,0.0,9
ARRI11,Papéis,9.0,215871.15,1.0,0.1,0.0108,0.1499,0.0125,0.0827,0.0392,0.0504,0.0845,117319779.19,9.1,9.9,0.0143,-0.0215,-0.0075,-0.8887,0.0,0.0,0
ASMT11,Lajes Corporativas,49.29,7095.97,0.58,0.77,0.0111,0.115,0.0096,0.0111,-0.055,-0.0446,-0.0446,85749077.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
ATSA11,Shoppings,60.0,1843.36,0.74,0.05,0.0,0.0099,0.0008,0.0007,0.0,0.0,0.0,142863612.9,90.48,6.6,0.0006,0.0017,0.0022,0.0083,0.0,0.0,1
AURB11,Imóveis Comerciais - Outros,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73726402.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
BARI11,Papéis,87.63,680024.55,0.9,0.9,0.0101,0.1269,0.0106,0.0756,0.0469,0.0575,0.0978,450028367.25,99.63,8.8,0.009,-0.007,0.0019,0.0818,0.0,0.0,0
BBFI11B,Lajes Corporativas,1015.2,171639.24,0.47,6.21,0.0055,0.1456,0.0121,0.0775,-0.0171,-0.0117,-0.3881,279185668.89,2854.8,3.6,0.0093,0.0012,0.0106,0.0606,0.0,0.0,3
BBFO11,Fundo de Fundos,74.92,264155.0,0.91,0.7,0.0092,0.1185,0.0099,0.0731,0.0384,0.0479,0.2198,329004492.49,82.36,9.1,0.0073,-0.0419,-0.0349,0.0475,0.0,0.0,0
BBGO11,Indefinido,92.14,430869.03,0.84,1.01,0.0108,0.1474,0.0123,0.0969,0.0354,0.0465,0.2588,392550389.63,98.01,9.4,0.0104,0.0008,0.0112,0.0931,0.0,0.0,0
BBIM11,Papéis,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32087366.67,30.36,0.0,0.0142,-0.0238,-0.01,-0.3031,0.0,0.0,0
BBPO11,Agências de Bancos,97.5,1602931.33,0.98,0.9,0.0091,0.1211,0.0101,0.07,-0.0029,0.0061,0.2373,1588185145.13,100.37,9.7,0.0092,0.0006,0.0098,0.1585,0.0,0.0,63
BBRC11,Agências de Bancos,112.0,139828.45,1.04,1.13,0.0103,0.1229,0.0102,0.0739,0.0468,0.0576,0.1828,171950165.41,106.62,10.5,0.0093,-0.0009,0.0084,0.093,0.0,0.0,20
BCFF11,Fundo de Fundos,75.15,2777661.97,0.99,0.56,0.0074,0.0981,0.0082,0.0581,0.0519,0.0597,0.2225,1915103196.86,75.57,9.9,0.0074,-0.0303,-0.0231,0.013,0.0,0.0,0
BCIA11,Fundo de Fundos,101.79,633086.36,0.92,0.82,0.0077,0.1044,0.0087,0.0623,0.0771,0.0854,0.327,409523791.73,101.16,10.1,0.0075,-0.0566,-0.0495,0.0465,0.0,0.0,0
BCRI11,Papéis,71.14,686586.42,0.72,0.69,0.009,0.1216,0.0101,0.068,-0.0435,-0.0349,-0.1433,619928797.11,100.74,7.1,0.0099,-0.0093,0.0005,0.0621,0.0,0.0,0
BDIF11,Fundo de Desenvolvimento,93.01,1327459.7,0.0,1.25,0.0134,0.1647,0.0137,0.076,0.0387,0.0526,0.1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BICE11,Fundo de Fundos,1000.0,561471.0,1.01,7.79,0.0078,0.0363,0.003,0.0309,0.0108,0.0187,0.0187,89018475.76,1017.8,9.8,0.0157,0.0506,0.0671,0.0819,0.0,0.0,0
BICR11,Papéis,96.33,893.0,0.95,0.66,0.0,0.07,0.0058,0.034,0.0,0.0,0.0,50897643.19,99.22,9.7,0.0111,-0.0164,-0.0055,0.0867,0.0,0.0,0
BIDB11,Fundo de Desenvolvimento,88.38,198970.12,0.0,0.51,0.0058,0.1137,0.0095,0.0721,-0.017,-0.0113,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BIME11,Indefinido,7.55,61632.85,0.86,0.08,0.0102,0.1232,0.0103,0.0796,-0.0025,0.0076,0.1091,51644433.24,9.01,8.4,0.0067,-0.0071,-0.0005,0.0611,0.0,0.0,2
BIPD11,Indefinido,0.0,0.0,0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48311723.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BLCA11,Indefinido,132.0,1920.64,0.97,0.57,0.0,0.0228,0.0019,0.0104,0.0,0.0,0.0,218094085.09,89.26,14.8,0.0063,-0.0032,0.0031,-0.1247,0.0,0.0,1
BLCP11,Imóveis Industriais e Logísticos,91.0,103127.5,0.81,0.56,0.0063,0.0492,0.0041,0.0364,0.0,0.0,0.0,256580339.9,111.74,8.1,0.005,-0.0002,0.0049,0.1581,0.0,0.0,2
BLMC11,Papéis,81.24,6172.41,0.82,0.79,0.0094,0.1264,0.0105,0.0781,0.0304,0.0401,0.1476,39473511.07,96.52,8.4,0.0069,-0.0169,-0.0101,0.0281,0.0,0.0,0
BLMG11,Imóveis Industriais e Logísticos,66.25,529323.82,0.76,0.7,0.0103,0.1259,0.0105,0.0776,-0.0004,0.0099,-0.0504,332953514.57,91.33,7.3,0.0088,-0.0257,-0.0172,-0.0152,0.0,0.0,1
BLMO11,Lajes Corporativas,20538.0,20538.0,0.61,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126873438.15,29561.52,6.9,0.0009,0.0022,0.0031,0.1359,0.0,0.0,1
BLMR11,Fundo de Fundos,7.35,387803.82,0.91,0.06,0.008,0.1139,0.0095,0.0654,0.0575,0.066,0.1612,205260921.23,7.82,9.4,0.0095,-0.0566,-0.0477,0.0305,0.0,0.0,0
BLUR11,Papéis,100.5,4269.94,1.05,1.03,0.0102,0.0518,0.0043,0.0213,0.0,0.0,0.0,8625825.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BMLC11,Lajes Corporativas,105.1,33293.88,0.95,0.76,0.0073,0.1177,0.0098,0.0772,0.0062,0.0135,0.123,110597064.89,109.14,9.6,0.0081,-0.0005,0.0076,0.041,0.0,0.0,2
BNFS11,Agências de Bancos,120.0,108015.67,1.31,1.53,0.0125,0.1465,0.0122,0.0855,0.0316,0.0445,0.0836,64201180.17,99.22,12.1,0.0155,-0.0003,0.0151,0.1372,0.0,0.0,18
BODB11,Indefinido,9.68,582568.61,0.0,0.11,0.0109,0.1297,0.0108,0.0898,-0.0081,0.0027,0.1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BPFF11,Fundo de Fundos,72.66,269957.12,0.94,0.62,0.0085,0.1149,0.0096,0.0669,0.0465,0.0554,0.2189,348987341.99,74.28,9.8,0.0083,-0.051,-0.0431,0.0318,0.0,0.0,0
BPLC11,Misto,0.0,0.0,0.0,14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316523797.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BPML11,Shoppings,66.06,101565.09,0.5,0.27,0.0046,0.0534,0.0045,0.0046,-0.0591,-0.0548,-0.0548,570031097.18,123.89,5.3,0.0024,0.0023,0.0047,0.0003,0.0,0.0,4
BPRP11,Imóveis Industriais e Logísticos,109.14,6671.0,1.0,0.9,0.0,0.0441,0.0037,0.0269,0.0,0.0,0.0,147336358.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BRCO11,Imóveis Industriais e Logísticos,121.66,3415061.3,1.01,0.87,0.0072,0.08,0.0067,0.0535,0.0349,0.0424,0.2942,1774186566.11,121.55,10.0,0.0058,0.0201,0.026,0.0831,0.0,0.0,11
BRCR11,Lajes Corporativas,66.98,1896011.58,0.67,0.45,0.0067,0.0906,0.0076,0.0537,-0.0509,-0.0445,0.1689,2680391457.42,100.35,6.7,0.005,0.0015,0.0065,-0.0163,0.0,0.0,9
BREV11,Lajes Corporativas,104.6,90424.2,0.89,0.57,0.0054,0.109,0.0091,0.0873,0.0467,0.0524,0.1436,113324811.52,110.17,9.5,0.0068,-0.0012,0.0056,0.0659,0.0,0.0,13
BRIM11,Fundo de Desenvolvimento,1030.22,1020.4,0.89,8.5,0.0,0.0141,0.0012,0.0,0.0,0.0,0.0,143097842.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BRIP11,Fundo de Desenvolvimento,950.01,1583.33,0.81,6.03,0.0,0.096,0.048,0.096,0.0,0.0,0.0,254255052.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
BRLA11,Imóveis Industriais e Logísticos,163.5,155343.0,1.05,1.43,0.0087,0.0455,0.0038,0.023,0.0,0.0,0.0,490884258.63,157.77,10.4,0.0069,0.0004,0.0074,-0.0863,0.0,0.0,6
BROF11,Lajes Corporativas,69.39,984591.12,0.65,0.72,0.0104,0.0285,0.0143,0.0285,-0.0098,0.0005,0.1633,1232737612.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
BTAG11,Indefinido,92.8,561141.58,0.0,1.35,0.0144,0.1676,0.014,0.1001,-0.0069,0.0074,0.1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BTAL11,Imóveis Industriais e Logísticos,92.78,995487.88,0.89,0.73,0.0075,0.1039,0.0087,0.0522,0.0189,0.0266,0.0805,626301203.94,105.89,8.8,0.0078,-0.0043,0.0035,0.0841,0.0,0.0,9
BTCI11,Papéis,9.54,2156509.48,0.93,0.1,0.0107,0.1055,0.0088,0.0797,-0.0125,-0.0019,0.1453,1026113003.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BTCR11,Papéis,88.0,652774.65,0.92,0.9,0.0098,0.1352,0.0113,0.1155,-0.0596,-0.0504,0.1114,458252683.73,95.27,9.2,0.0094,0.0064,0.0159,0.0462,0.0,0.0,0
BTLG11,Imóveis Industriais e Logísticos,102.48,7639803.76,1.04,0.76,0.0074,0.0897,0.0075,0.0529,-0.0101,-0.0028,0.1015,2069085844.76,99.19,10.3,0.0075,0.0009,0.0084,0.0482,0.0,0.0,20
BTRA11,Indefinido,75.83,726044.36,0.64,0.56,0.0066,0.1139,0.0095,0.0593,0.0363,0.0431,0.0576,399327198.8,103.62,7.3,0.0082,0.0053,0.0136,0.0571,0.0,0.0,6
BTSG11,Imóveis Industriais e Logísticos,139.08,1302.83,1.01,0.92,0.0,0.0173,0.0014,0.0173,0.0,0.0,0.0,106748954.7,133.34,10.4,0.0065,0.0,0.0065,0.0602,0.0,0.0,1
BTSI11,Misto,105.0,1143835.25,0.86,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257872154.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
BTWR11,Fundo de Desenvolvimento,107.0,428.0,0.95,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91109610.9,111.9,9.6,0.0038,0.0023,0.0061,0.0724,0.0,0.0,1
BZEL11,Misto,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415484356.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CACR11,Papéis,105.0,655596.27,1.01,1.42,0.0131,0.1703,0.0142,0.0973,0.0238,0.0372,0.1471,187896974.12,103.41,10.2,0.0137,-0.0005,0.0132,0.3755,0.0,0.0,0
CARE11,Misto,1.96,12557.45,0.24,0.01,0.0023,0.0292,0.0032,0.0136,-0.0263,-0.0241,-0.0739,297789759.05,1.6,12.2,0.001,-0.0024,-0.0014,0.0356,0.0,0.0,1
CBOP11,Lajes Corporativas,34.71,11356.88,0.47,0.12,0.0033,0.0772,0.0064,0.0216,-0.0222,-0.0189,-0.2851,104448529.07,74.79,4.6,0.0066,-0.006,0.0005,-0.1106,0.0,0.0,1
CCME11,Indefinido,110.01,708.85,1.08,0.9,0.0,0.0166,0.0018,0.0,0.0,0.0,0.0,306207445.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CCRF11,Papéis,93.98,6132.14,0.94,1.65,0.019,0.0964,0.008,0.063,0.0433,0.0631,0.0625,156809423.96,96.46,9.7,0.0057,-0.0187,-0.0131,0.0272,0.0,0.0,0
CDII11,Indefinido,105.63,765278.36,0.0,2.96,0.0275,0.0572,0.0286,0.0572,0.0122,0.0401,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CEOC11,Lajes Corporativas,49.4,103982.27,0.63,0.65,0.0102,0.1243,0.0104,0.0796,-0.0079,0.0022,0.2837,142332217.7,89.76,5.5,0.0055,-0.0008,0.0048,0.031,0.0,0.0,1
CFHI11,Fundo de Desenvolvimento,0.0,0.0,0.0,36.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60628934.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
CJCT11,Lajes Corporativas,65.5,26894.03,0.99,0.08,0.0012,0.2512,0.0209,0.2033,0.0317,0.033,0.4505,207788940.35,57.9,11.3,0.0,0.0058,0.0058,0.0058,0.0,0.0,1
CNES11,Lajes Corporativas,29.49,8498.22,0.32,0.09,0.0031,0.0417,0.0035,0.0195,-0.0103,-0.0072,-0.0796,267720200.96,89.5,3.3,0.0012,0.0257,0.027,0.0426,0.0,0.0,1
CORM11,Lajes Corporativas,0.0,0.0,0.0,0.77,0.009,0.1138,0.0095,0.062,-0.0297,-0.021,-0.0427,0.0,90.56,0.0,0.0089,-0.0233,-0.0145,0.0021,0.0,0.0,0
CPFF11,Fundo de Fundos,77.69,393009.58,0.94,0.7,0.0092,0.0945,0.0079,0.0516,0.0166,0.0259,0.2387,211129091.91,78.73,9.9,0.0076,-0.0256,-0.0182,0.0671,0.0,0.0,0
CPTI11,Fundo de Desenvolvimento,101.76,610539.3,0.0,1.1,0.0108,0.1209,0.0101,0.0695,0.0176,0.0286,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CPTR11,Indefinido,96.11,1872515.06,0.97,1.2,0.0122,0.1694,0.0141,0.0973,0.0082,0.0205,0.0957,407099622.5,98.38,9.8,0.0137,-0.0031,0.0106,0.025,0.0,0.0,0
CPTS11,Papéis,86.53,6020982.45,0.95,0.89,0.0101,0.1141,0.0095,0.0696,0.0061,0.0162,0.1625,2890161525.97,89.93,9.6,0.0041,-0.0183,-0.0142,0.0166,0.0,0.0,0
CRAA11,Indefinido,102.46,224208.33,1.01,1.25,0.0121,0.0718,0.018,0.0718,-0.0053,0.0068,0.0683,50166549.21,101.42,10.1,0.0148,0.0,0.0,0.0,0.0,0.0,0
CRFF11,Fundo de Fundos,82.6,49332.79,0.92,0.63,0.0078,0.1047,0.0087,0.062,0.0063,0.0141,0.32,62181430.61,84.58,9.8,0.0074,-0.0568,-0.0498,0.0554,0.0,0.0,0
CTXT11,Lajes Corporativas,12.75,2520.24,0.4,0.01,0.0004,0.0478,0.004,0.0101,0.01,0.0104,-0.48,107894241.2,48.33,2.6,0.0019,-0.001,0.0009,0.0054,0.0,0.0,1
CVBI11,Papéis,93.63,2858628.03,0.97,0.85,0.0089,0.1225,0.0102,0.0796,0.0204,0.0295,0.1306,1059460692.26,93.28,10.0,0.008,-0.015,-0.0071,0.0481,0.0,0.0,0
CVPR11,Indefinido,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13682411.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CXAG11,Agências de Bancos,82.98,103304.42,0.72,0.71,0.0081,0.1164,0.0097,0.0666,0.0479,0.0563,0.2215,241488990.34,114.82,7.2,0.0065,0.0004,0.007,0.1824,0.0,0.0,32
CXCE11B,Lajes Corporativas,43.8,32334.97,0.67,0.41,0.0093,0.1197,0.01,0.0693,0.0417,0.0514,0.1241,111823006.09,64.79,6.8,0.007,-0.0004,0.0066,-0.0068,0.0,0.0,1
CXCI11,Indefinido,91.1,80909.27,0.94,0.85,0.0095,0.1244,0.0104,0.0732,0.0596,0.0697,0.2522,198625625.72,94.33,9.7,0.0088,-0.0441,-0.0357,0.0257,0.0,0.0,0
CXCO11,Lajes Corporativas,81.5,206677.76,0.82,0.74,0.0087,0.1248,0.0104,0.0771,0.0793,0.0887,0.3039,388761097.13,96.6,8.4,0.0075,0.0003,0.0077,0.0883,0.0,0.0,10
CXRI11,Fundo de Fundos,83.46,24588.91,0.92,0.57,0.0072,0.0994,0.0083,0.0587,0.0194,0.0268,0.3331,143138450.33,83.61,10.0,0.0066,-0.0552,-0.049,0.0515,0.0,0.0,0
CXTL11,Imóveis Industriais e Logísticos,292.0,30424.24,0.7,2.02,0.0064,0.258,0.0215,0.258,-0.0183,-0.012,-0.0767,22220588.79,686.89,4.3,0.002,-0.0186,-0.0166,-0.0149,0.0,0.0,1
CYCR11,Indefinido,9.2,376797.12,0.93,0.1,0.011,0.1418,0.0118,0.0832,0.0133,0.0245,0.1106,160669268.87,95.07,1.0,0.0011,-0.0069,-0.0059,0.0616,0.0,0.0,0
DAMT11B,Shoppings,20.49,672.94,1.55,0.07,0.0037,0.0527,0.0066,0.0423,0.0703,0.0743,0.2739,96399874.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DCRA11,Misto,9.3,273395.09,0.0,0.12,0.0125,0.1543,0.0129,0.0928,0.0159,0.0286,0.1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DEVA11,Papéis,48.2,2331203.91,0.51,0.5,0.0091,0.1248,0.0104,0.0811,-0.1306,-0.1227,-0.3523,1332833441.25,101.34,4.8,0.0089,0.0014,0.0103,0.1873,0.0,0.0,0
DLMT11,Varejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8837830.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
DPRO11,Indefinido,96.14,12876.0,0.99,0.8,0.0083,0.0937,0.0085,0.034,0.0,0.0,0.0,35991692.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DRIT11B,Lajes Corporativas,99.82,556.1,0.75,0.77,0.0076,0.067,0.0056,0.0453,0.0153,0.023,-0.1851,61503337.88,125.65,7.9,0.0053,-0.002,0.0034,0.0237,0.0,0.0,6
DVFF11,Fundo de Fundos,83.99,100577.76,0.88,0.8,0.0093,0.1211,0.0101,0.0701,0.0271,0.0366,0.2885,105045396.15,91.56,9.2,0.0093,-0.0401,-0.0312,0.0877,0.0,0.0,0
EDFO11B,Lajes Corporativas,192.0,4524.32,1.06,1.77,0.0092,0.103,0.0086,0.0613,0.0132,0.0225,-0.0699,42650954.7,191.82,10.0,0.0086,-0.0003,0.0082,0.0783,0.0,0.0,1
EDGA11,Lajes Corporativas,22.1,24557.97,0.36,0.07,0.0032,0.0709,0.0059,0.0338,0.0071,0.0103,0.1221,233490676.19,66.14,3.3,0.0023,-0.0002,0.0021,0.0095,0.0,0.0,1
EGAF11,Indefinido,98.65,824161.64,1.03,1.4,0.014,0.2688,0.0269,0.0955,-0.0075,0.0064,0.0685,109513479.76,98.07,10.1,0.0122,0.0,0.0,0.0,0.0,0.0,0
EQIA11,Fiagro,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EQIR11,Indefinido,9.0,201455.97,0.89,0.11,0.0123,0.3382,0.0282,0.0741,0.0056,0.018,-0.0143,50715472.85,9.8,9.2,0.0112,-0.0152,-0.0041,-0.8958,0.0,0.0,0
ERCR11,Varejo,76000.0,0.0,1.3,1407.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138531340.2,69829.66,10.9,0.0112,-0.001,0.0102,0.0332,0.0,0.0,0
ERPA11,Lajes Corporativas,119.0,37465.86,0.87,0.73,0.0,0.0234,0.002,0.0124,0.0,0.0,0.0,68711090.37,116.21,10.2,0.006,0.0001,0.0061,0.0377,0.0,0.0,2
EURO11,Imóveis Industriais e Logísticos,245.96,44444.88,0.76,1.85,0.0076,0.0942,0.0079,0.0547,-0.0002,0.0074,0.1246,124828851.68,312.91,7.9,0.0061,0.0001,0.0062,0.0668,0.0,0.0,7
EVBI11,Misto,97.5,180393.0,0.99,0.86,0.009,0.0948,0.0079,0.0565,-0.0093,-0.0004,0.0781,212320474.4,100.21,9.7,0.0075,-0.0071,0.0003,0.077,0.0,0.0,8
EXES11,Indefinido,88.0,2992.0,0.94,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38508383.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FAED11,Educacional,167.17,216834.21,0.77,1.48,0.0084,0.1234,0.0103,0.0725,0.0621,0.071,0.2915,139762085.6,216.18,7.7,0.0071,0.0,0.0071,0.0495,0.0,0.0,3
FAMB11B,Lajes Corporativas,819.99,114640.94,0.28,9.16,0.0056,0.1011,0.0084,0.0564,-0.478,-0.4751,-0.5368,308443046.17,3593.26,2.3,0.0025,0.0053,0.0079,0.1282,0.0,0.0,1
FATN11,Lajes Corporativas,94.5,234683.76,0.95,0.84,0.0086,0.1066,0.0089,0.061,0.0083,0.0169,0.1022,126177918.7,101.4,9.3,0.0079,0.0037,0.0116,0.0701,0.0,0.0,29
FCFL11,Educacional,117.79,186715.27,1.01,0.79,0.0069,0.0855,0.0071,0.0446,0.0553,0.0626,0.0499,403746083.48,104.8,11.2,0.0073,0.0,0.0073,0.0564,0.0,0.0,1
FEXC11,Papéis,83.5,860137.12,0.1,0.5,0.0,0.1148,0.0096,0.0,0.0,0.0,0.0,1001470167.13,90.75,9.2,0.0099,-0.0113,-0.0015,0.0712,0.0,0.0,0
FGAA11,Indefinido,9.91,1634753.82,1.01,0.13,0.013,0.1658,0.0138,0.0951,0.001,0.014,0.0958,326955560.01,9.59,10.3,0.0136,0.0,0.0,0.0,0.0,0.0,0
FIGS11,Shoppings,64.65,214889.24,0.85,0.45,0.007,0.0952,0.0079,0.0594,0.0667,0.0741,0.3443,216278029.15,99.78,6.5,0.0039,-0.0001,0.0038,0.0438,0.0,0.0,2
FIIB11,Imóveis Industriais e Logísticos,510.59,199482.58,1.11,3.7,0.0073,0.089,0.0074,0.0493,-0.0108,-0.0036,0.1343,316217639.17,455.67,11.2,0.0083,-0.001,0.0074,0.0762,0.0,0.0,7
FIIP11B,Imóveis Industriais e Logísticos,172.49,54433.73,0.85,1.44,0.0081,0.1056,0.0088,0.063,0.0752,0.084,0.2887,188411207.67,186.18,9.3,0.0073,-0.0012,0.006,0.0012,0.0,0.0,7
FISC11,Lajes Corporativas,165.0,0.0,1.43,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195825346.53,116.06,14.2,0.0021,0.0002,0.0022,0.0104,0.0,0.0,5
FLCR11,Papéis,95.2,135760.0,0.96,0.9,0.0094,0.1343,0.0112,0.0867,-0.0087,0.0006,0.0824,62640460.13,98.63,9.7,0.0091,-0.0068,0.0023,0.0893,0.0,0.0,0
FLMA11,Lajes Corporativas,142.24,98295.18,0.89,0.94,0.0068,0.0842,0.007,0.0479,-0.0154,-0.0087,0.1273,220678849.19,157.29,9.0,0.0059,0.0007,0.0066,0.0645,0.0,0.0,2
FLRP11,Shoppings,1985.34,12358.92,1.09,13.5,0.0068,0.084,0.007,0.0465,0.0,0.0,0.0,119002418.35,1730.91,11.5,0.0055,0.0014,0.0068,0.0466,0.0,0.0,1
FMOF11,Lajes Corporativas,57.0,69627.42,0.48,0.15,0.0,0.0509,0.0042,0.0,0.0,0.0,0.0,60277587.87,122.64,4.6,0.0011,-0.0019,-0.0008,-0.0008,0.0,0.0,2
FPAB11,Lajes Corporativas,184.0,5572.21,0.49,5.67,0.0303,0.1292,0.0108,0.0856,0.0026,0.033,0.4861,280681557.68,410.44,4.5,0.004,0.0,0.004,0.0453,0.0,0.0,2
FRHY11,Indefinido,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9539601.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FVPQ11,Shoppings,123.35,64984.52,0.64,1.14,0.0097,0.1005,0.0084,0.0707,0.0759,0.0863,0.2503,539280198.21,198.6,6.2,0.0028,-0.0003,0.0025,0.0439,0.0,0.0,1
FZDA11,Indefinido,121.0,95620.94,1.17,2.26,0.019,0.019,0.019,0.019,0.0,0.0,0.0,158007687.28,101.94,11.9,0.0221,0.0,0.0,0.0,0.0,0.0,0
GALG11,Imóveis Industriais e Logísticos,9.14,1200976.73,1.0,0.08,0.0089,0.1079,0.009,0.0652,-0.0108,-0.002,0.0421,526075325.12,9.36,9.8,0.0088,-0.0787,-0.0706,-0.9009,0.0,0.0,5
GAME11,Indefinido,9.26,176809.64,0.91,0.1,0.0107,0.1329,0.0111,0.0793,0.0054,0.0161,0.1471,220478093.86,9.84,9.4,0.0102,0.002,0.0122,-0.9884,0.0,0.0,0
GCFF11,Fundo de Fundos,69.3,87694.83,0.89,3.07,0.0,0.1125,0.0094,0.0326,0.0,0.0,0.0,27939468.78,82.69,8.4,0.0087,-0.0388,-0.0305,-0.0337,0.0,0.0,0
GCRA11,Indefinido,92.15,538142.06,0.95,1.1,0.012,0.1496,0.0125,0.0893,-0.0522,-0.0409,0.0273,171608604.07,98.01,9.4,0.0131,0.0001,0.0132,0.1422,0.0,0.0,0
